"Record_number","Author","Year","Journal","Trial","Phase_1","Phase_2","Phase_3","Vaccine","Manufacture","Vaccine_type","Group_ID","Group","Candidate_for_further_evaluation","Reference_to_highest_dose","Reference_to_lowest_dose","Age_lower","Age_upper","N","Total_doses","Dosage","Days_between_doses","Days_lower","Days_upper","Concentration_dose_1","Concentration_dose_2","Concentration_dose_3","Concentration_unit","Target","Assay_or_measurement","Specific_immunity_type","Immunity_measurement_unit","Immunity_value","Immunity_value_lower","Immunity_value_upper","Display_item","Ref_baseline","Ref_baseline_lower","Ref_baseline_upper","Ref_conv","Ref_conv_lower","Ref_conv_upper","N_conv","Days_since_first_dose","Days_since_last_dose"
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A4","3 low doses, aged 60 and above","No","A3","A1",60,100,84,3,2,28,56,56,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",116.540045320241,28.4337064076063,477.657818103184,"Figure 2C",5,5,5,NA,NA,NA,NA,28,0
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A4","3 low doses, aged 60 and above","No","A3","A1",60,100,84,3,3,28,84,84,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",216.860150179215,61.6261818056385,763.122480702654,"Figure 2C",5,5,5,NA,NA,NA,NA,56,28
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A4","3 low doses, aged 60 and above","No","A3","A1",60,100,84,3,3,28,146,146,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",156.903222023928,30.4529661643048,808.414554715746,"Figure 2C",5,5,5,NA,NA,NA,NA,118,90
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A5","3 middle doses, aged 60 and above","No","A3","A1",60,100,82,3,0,28,0,0,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2C",5,5,5,NA,NA,NA,NA,-28,-56
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A5","3 middle doses, aged 60 and above","No","A3","A1",60,100,82,3,1,28,28,28,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2C",5,5,5,NA,NA,NA,NA,0,-28
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A5","3 middle doses, aged 60 and above","No","A3","A1",60,100,82,3,2,28,56,56,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",89.6440681039657,14.939705579886,537.899418650374,"Figure 2C",5,5,5,NA,NA,NA,NA,28,0
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A5","3 middle doses, aged 60 and above","No","A3","A1",60,100,82,3,3,28,84,84,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",240.858956512373,71.1071189248771,815.854134007573,"Figure 2C",5,5,5,NA,NA,NA,NA,56,28
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A5","3 middle doses, aged 60 and above","No","A3","A1",60,100,82,3,3,28,146,146,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",166.8099547799,28.8766810059961,963.599695127509,"Figure 2C",5,5,5,NA,NA,NA,NA,118,90
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A6","3 high doses, aged 60 and above","No","A3","A1",60,100,81,3,0,28,0,0,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2C",5,5,5,NA,NA,NA,NA,-28,-56
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A6","3 high doses, aged 60 and above","No","A3","A1",60,100,81,3,1,28,28,28,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,55,"Figure 2C",5,5,5,NA,NA,NA,NA,0,-28
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A6","3 high doses, aged 60 and above","No","A3","A1",60,100,81,3,2,28,56,56,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",96.1406636110198,24.3697178019557,379.283308681791,"Figure 2C",5,5,5,NA,NA,NA,NA,28,0
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A6","3 high doses, aged 60 and above","No","A3","A1",60,100,81,3,3,28,84,84,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",253.839290364644,64.3376396667903,1001.50371798743,"Figure 2C",5,5,5,NA,NA,NA,NA,56,28
977,"Guo, W",2021,"EClinicalMedicine","Yes","Yes","Yes","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A6","3 high doses, aged 60 and above","No","A3","A1",60,100,81,3,3,28,146,146,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",177.34685958255,18.0046434133941,1746.87761827012,"Figure 2C",5,5,5,NA,NA,NA,NA,118,90
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A1","Low-dose, phase 1",NA,"A3","A1",18,59,24,3,0,28,0,0,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-28,-56
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A2","Medium-dose, phase 1",NA,"A3","A1",18,59,24,3,0,28,0,0,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-28,-56
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A3","High-dose, phase 1",NA,"A3","A1",18,59,24,3,0,28,0,0,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-28,-56
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A1","Low-dose, phase 1",NA,"A3","A1",18,59,24,3,1,28,14,14,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-14,-42
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A2","Medium-dose, phase 1",NA,"A3","A1",18,59,24,3,1,28,14,14,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-14,-42
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A3","High-dose, phase 1",NA,"A3","A1",18,59,24,3,1,28,14,14,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-14,-42
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A1","Low-dose, phase 1",NA,"A3","A1",18,59,24,3,1,28,28,28,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,0,-28
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A2","Medium-dose, phase 1",NA,"A3","A1",18,59,24,3,1,28,28,28,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,55,"Figure 2A",5,5,5,NA,NA,NA,NA,0,-28
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A3","High-dose, phase 1",NA,"A3","A1",18,59,24,3,1,28,28,28,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,0,-28
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A1","Low-dose, phase 1",NA,"A3","A1",18,59,24,3,2,28,42,42,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",129.901619455205,25.3236404643158,666.350904833884,"Figure 2A",5,5,5,NA,NA,NA,NA,14,-14
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A2","Medium-dose, phase 1",NA,"A3","A1",18,59,24,3,2,28,42,42,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",161.409917389602,14.5019521224623,1796.5278889153,"Figure 2A",5,5,5,NA,NA,NA,NA,14,-14
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A3","High-dose, phase 1",NA,"A3","A1",18,59,24,3,2,28,42,42,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",137.823303630127,53.4779102073235,355.198304306977,"Figure 2A",5,5,5,NA,NA,NA,NA,14,-14
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A1","Low-dose, phase 1",NA,"A3","A1",18,59,24,3,2,28,56,56,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",124.869877903599,25.4111198081986,613.608787229794,"Figure 2A",5,5,5,NA,NA,NA,NA,28,0
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A2","Medium-dose, phase 1",NA,"A3","A1",18,59,24,3,2,28,56,56,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",141.971679394822,23.2985562757197,865.116169073163,"Figure 2A",5,5,5,NA,NA,NA,NA,28,0
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A3","High-dose, phase 1",NA,"A3","A1",18,59,24,3,2,28,56,56,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",110.92182388054,31.8527249606078,386.266827349979,"Figure 2A",5,5,5,NA,NA,NA,NA,28,0
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A1","Low-dose, phase 1",NA,"A3","A1",18,59,24,3,3,28,70,70,2.5,2.5,2.5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",306.620008958463,40.5774589193372,2316.94720166138,"Figure 2A",5,5,5,NA,NA,NA,NA,42,14
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A2","Medium-dose, phase 1",NA,"A3","A1",18,59,24,3,3,28,70,70,5,5,5,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",228.022869809678,17.2464941965088,3014.78251543821,"Figure 2A",5,5,5,NA,NA,NA,NA,42,14
6,"Xia, S",2020,"JAMA","Yes","Yes","No","No","Sinopharm (Wuhan)","Sinopharm (Wuhan)","Inactivated","A3","High-dose, phase 1",NA,"A3","A1",18,59,24,3,3,28,70,70,10,10,10,"ug","Live virus","PRNT 50","NT Ab","Median/IQR",272.367590811077,63.0626397067056,1176.35584030813,"Figure 2A",5,5,5,NA,NA,NA,NA,42,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,28,28,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.7,0.7,0.7,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,28,28,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",17.2,14.7,20.1,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,35,35,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.8,0.7,1,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,35,35,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",17.6,14.6,21.2,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,42,42,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",1,0.8,1.3,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,42,42,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",17,14.7,19.6,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,56,56,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",1.2,0.9,1.6,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,28,28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A1","Low-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,56,56,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",26.5,19.8,35.5,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,28,28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,28,28,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.7,0.7,0.7,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,28,28,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",16,14,18.2,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,35,35,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.9,0.8,1.2,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,35,35,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",19.7,15.9,24.5,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,42,42,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",1.5,1,2.2,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,42,42,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",18.6,15,23,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,56,56,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",2.3,1.5,3.3,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,28,28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A2","High-dose, phase 1, 2 doses, 28 days, adult","No","A2","A1",18,55,24,2,2,28,56,56,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",29,21.5,39.1,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,28,28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,28,28,40,40,40,"ug","Live virus",NA,"NT Ab","GMT/CI",0.7,0.7,0.7,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,0,-28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,28,28,40,40,40,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",16.1,14.5,17.9,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,0,-28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,35,35,40,40,40,"ug","Live virus",NA,"NT Ab","GMT/CI",19.4,11.7,32.2,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,7,-21
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,35,35,40,40,40,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",82.1,56,120.5,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,7,-21
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,42,42,40,40,40,"ug","Live virus",NA,"NT Ab","GMT/CI",28.2,17.5,45.4,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,14,-14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,42,42,40,40,40,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",86.7,58.7,128,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,14,-14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,56,56,40,40,40,"ug","Live virus",NA,"NT Ab","GMT/CI",102.9,61.9,171.2,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,28,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","B1","High-dose, phase 1, 3 doses, 28 days, adult","Yes","B1","B3",18,55,24,3,3,28,56,56,40,40,40,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",108,78.8,148.2,"Table 4",15.5,14.5,16.6,NA,NA,NA,NA,28,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,28,28,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.7,0.7,0.7,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,28,28,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",15.7,14.3,17.2,"Table 4",15,15,15,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,35,35,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.8,0.7,1,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,35,35,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",16.9,14.2,20.1,"Table 4",15,15,15,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,42,42,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.9,0.7,1.2,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,42,42,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",15.7,14.2,17.4,"Table 4",15,15,15,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,56,56,20,20,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",1,0.8,1.2,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,28,28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A3","Low-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,56,56,20,20,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",19.4,15.7,24,"Table 4",15,15,15,NA,NA,NA,NA,28,28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,28,28,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",0.7,0.7,0.7,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,28,28,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",15,15,15,"Table 4",15,15,15,NA,NA,NA,NA,0,0
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,35,35,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",1,0.8,1.3,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,35,35,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",16.1,13.9,18.5,"Table 4",15,15,15,NA,NA,NA,NA,7,7
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,42,42,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",1,0.8,1.4,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,42,42,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",21.9,16.6,29.1,"Table 4",15,15,15,NA,NA,NA,NA,14,14
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,56,56,40,40,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",1.5,1.1,2,"Table 4",0.7,0.7,0.7,NA,NA,NA,NA,28,28
118,"Meng, F",2021,"Signal Transduction and Targeted Therapy","Yes","Yes","No","No","Sf9 cells","West China Hospital","Recombinant","A4","High-dose, phase 1, 2 doses, 28 days, elderly","No","A2","A1",56,100,18,2,2,28,56,56,40,40,NA,"ug","Pseudo virus",NA,"NT Ab","GMT/CI",25.7,19.4,34.2,"Table 4",15,15,15,NA,NA,NA,NA,28,28
