Record_number,Author,Journal,Year,Vaccine,Vaccine_type,Manufacture,Group_ID,Group,Subgroup,Dose_level,Dose_concentration,Display_item,Time,Dosages,Measurement,N,Event,Risk
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,"High dose, 14 days interval, phase 1",A,Higher,6,appendix Table 3-1,28,Any,Systemic,24,4,16.7
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,14,Partial,Systemic,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,14,Partial,Systemic,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,28,Full,Systemic,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,28,Full,Systemic,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,"Low dose, 28 days interval, phase 1",B,Standard,3,appendix Table 3-3,28,Any,Systemic,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,"High dose, 28 days interval, phase 1",B,Higher,6,appendix Table 3-3,28,Any,Systemic,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Partial,Systemic,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Partial,Systemic,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Full,Systemic,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Full,Systemic,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,"Low dose, 14 days interval, phase 2",C,Standard,3,appendix Table 3-5,28,Any,Systemic,120,19,15.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,"High dose, 14 days interval, phase 2",C,Higher,6,appendix Table 3-5,28,Any,Systemic,120,16,13.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,14,Partial,Systemic,120,15,12.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,14,Partial,Systemic,120,13,10.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,28,Full,Systemic,120,5,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,28,Full,Systemic,120,6,5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,"Low dose, 28 days interval, phase 2",D,Standard,3,appendix Table 3-7,28,Any,Systemic,120,14,11.7
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,"High dose, 28 days interval, phase 2",D,Higher,6,appendix Table 3-7,28,Any,Systemic,120,12,10
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Partial,Systemic,120,14,11.7
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Partial,Systemic,120,10,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Full,Systemic,117,4,3.4
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Full,Systemic,118,3,2.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,"Low dose, 14 days interval, phase 1",A,Standard,3,appendix Table 3-1,28,Any,Solicited,24,6,25
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,"High dose, 14 days interval, phase 1",A,Higher,6,appendix Table 3-1,28,Any,Solicited,24,9,37.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,14,Partial,Solicited,24,6,25
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,14,Partial,Solicited,24,6,25
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,28,Full,Solicited,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,28,Full,Solicited,24,5,20.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,"Low dose, 28 days interval, phase 1",B,Standard,3,appendix Table 3-3,28,Any,Solicited,24,3,12.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,"High dose, 28 days interval, phase 1",B,Higher,6,appendix Table 3-3,28,Any,Solicited,24,4,16.7
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Partial,Solicited,24,3,12.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Partial,Solicited,24,3,12.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Full,Solicited,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Full,Solicited,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,"Low dose, 14 days interval, phase 2",C,Standard,3,appendix Table 3-5,28,Any,Solicited,120,39,32.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,"High dose, 14 days interval, phase 2",C,Higher,6,appendix Table 3-5,28,Any,Solicited,120,40,33.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,14,Partial,Solicited,120,23,19.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,14,Partial,Solicited,120,27,22.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,28,Full,Solicited,120,19,15.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,28,Full,Solicited,120,20,16.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,"Low dose, 28 days interval, phase 2",D,Standard,3,appendix Table 3-7,28,Any,Solicited,120,23,19.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,"High dose, 28 days interval, phase 2",D,Higher,6,appendix Table 3-7,28,Any,Solicited,120,23,19.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Partial,Solicited,120,22,18.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Partial,Solicited,120,21,17.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Full,Solicited,117,7,6
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Full,Solicited,118,10,8.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,"Low dose, 14 days interval, phase 1",A,Standard,3,appendix Table 3-1,28,Any,Unsolicited,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,"High dose, 14 days interval, phase 1",A,Higher,6,appendix Table 3-1,28,Any,Unsolicited,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,14,Partial,Unsolicited,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,14,Partial,Unsolicited,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,28,Full,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,28,Full,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,"Low dose, 28 days interval, phase 1",B,Standard,3,appendix Table 3-3,28,Any,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,"High dose, 28 days interval, phase 1",B,Higher,6,appendix Table 3-3,28,Any,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Partial,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Partial,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Full,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Full,Unsolicited,24,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,"Low dose, 14 days interval, phase 2",C,Standard,3,appendix Table 3-5,28,Any,Unsolicited,120,3,2.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,"High dose, 14 days interval, phase 2",C,Higher,6,appendix Table 3-5,28,Any,Unsolicited,120,3,2.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,14,Partial,Unsolicited,120,2,1.7
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,14,Partial,Unsolicited,120,3,2.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,28,Full,Unsolicited,120,1,0.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,28,Full,Unsolicited,120,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,"Low dose, 28 days interval, phase 2",D,Standard,3,appendix Table 3-7,28,Any,Unsolicited,120,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,"High dose, 28 days interval, phase 2",D,Higher,6,appendix Table 3-7,28,Any,Unsolicited,120,1,0.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Partial,Unsolicited,120,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Partial,Unsolicited,120,1,0.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Full,Unsolicited,117,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Full,Unsolicited,118,0,0
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,"Low dose, 14 days interval, phase 1",A,Standard,3,appendix Table 3-1,28,Any,Overall,24,7,29.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,"High dose, 14 days interval, phase 1",A,Higher,6,appendix Table 3-1,28,Any,Overall,24,9,37.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,14,Partial,Overall,24,7,29.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,14,Partial,Overall,24,6,25
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A1,NA,A,Standard,3,appendix Table 3-2,28,Full,Overall,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A2,NA,A,Higher,6,appendix Table 3-2,28,Full,Overall,24,5,20.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,"Low dose, 28 days interval, phase 1",B,Standard,3,appendix Table 3-3,28,Any,Overall,24,3,12.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,"High dose, 28 days interval, phase 1",B,Higher,6,appendix Table 3-3,28,Any,Overall,24,4,16.7
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Partial,Overall,24,3,12.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Partial,Overall,24,3,12.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B1,NA,B,Standard,3,appendix Table 3-4,28,Full,Overall,24,2,8.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B2,NA,B,Higher,6,appendix Table 3-4,28,Full,Overall,24,1,4.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,"Low dose, 14 days interval, phase 2",C,Standard,3,appendix Table 3-5,28,Any,Overall,120,40,33.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,"High dose, 14 days interval, phase 2",C,Higher,6,appendix Table 3-5,28,Any,Overall,120,42,35
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,14,Partial,Overall,120,24,20
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,14,Partial,Overall,120,29,24.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A3,NA,C,Standard,3,appendix Table 3-6,28,Full,Overall,120,20,16.7
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,A4,NA,C,Higher,6,appendix Table 3-6,28,Full,Overall,120,20,16.8
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,"Low dose, 28 days interval, phase 2",D,Standard,3,appendix Table 3-7,28,Any,Overall,120,23,19.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,"High dose, 28 days interval, phase 2",D,Higher,6,appendix Table 3-7,28,Any,Overall,120,23,19.2
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Partial,Overall,120,22,18.3
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Partial,Overall,120,21,17.5
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B3,NA,D,Standard,3,appendix Table 3-8,28,Full,Overall,117,7,6
30,Zhang. Y,Lancet ID,2021,CoronaVac,Inactivated,Sinovac,B4,NA,D,Higher,6,appendix Table 3-8,28,Full,Overall,118,10,8.5
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A1,"Low dose, phase 1",A,None,5,Table 2,28,Any,Local,24,4,17
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A2,"High dose, phase 1",A,None,10,Table 2,28,Any,Local,24,4,17
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A3,"Low dose, 14 days, phase 2",B,None,5,Table 2,28,Any,Local,100,11,11
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A4,"High dose, 14 days, phase 2",B,None,10,Table 2,28,Any,Local,100,8,8
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B1,"Low dose, 28 days, phase 2",C,Standard,5,Table 2,28,Any,Local,100,16,16
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B2,"High dose, 28 days, phase 2",C,Higher,10,Table 2,28,Any,Local,100,18,18
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A1,"Low dose, phase 1",A,None,5,Table 2,28,Any,Systemic,24,2,8
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A2,"High dose, phase 1",A,None,10,Table 2,28,Any,Systemic,24,1,4
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A3,"Low dose, 14 days, phase 2",B,None,5,Table 2,28,Any,Systemic,100,6,6
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A4,"High dose, 14 days, phase 2",B,None,10,Table 2,28,Any,Systemic,100,11,11
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B1,"Low dose, 28 days, phase 2",C,Standard,5,Table 2,28,Any,Systemic,100,6,6
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B2,"High dose, 28 days, phase 2",C,Higher,10,Table 2,28,Any,Systemic,100,10,10
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A1,"Low dose, phase 1",A,None,5,Table 2,28,Any,Unsolicited,24,7,29
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A2,"High dose, phase 1",A,None,10,Table 2,28,Any,Unsolicited,24,3,13
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A3,"Low dose, 14 days, phase 2",B,None,5,Table 2,28,Any,Unsolicited,100,0,0
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A4,"High dose, 14 days, phase 2",B,None,10,Table 2,28,Any,Unsolicited,100,0,0
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B1,"Low dose, 28 days, phase 2",C,Standard,5,Table 2,28,Any,Unsolicited,100,0,0
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B2,"High dose, 28 days, phase 2",C,Higher,10,Table 2,28,Any,Unsolicited,100,0,0
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A1,"Low dose, phase 1",A,None,5,Table 2,28,Any,Overall,24,13,54
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A2,"High dose, phase 1",A,None,10,Table 2,28,Any,Overall,24,11,46
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A3,"Low dose, 14 days, phase 2",B,None,5,Table 2,28,Any,Overall,100,16,16
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,A4,"High dose, 14 days, phase 2",B,None,10,Table 2,28,Any,Overall,100,19,19
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B1,"Low dose, 28 days, phase 2",C,Standard,5,Table 2,28,Any,Overall,100,25,25
312,Pan. H. X,Chinese Medical Journal,2021,KCONVAC,Inactivated,Minhai BioTech,B2,"High dose, 28 days, phase 2",C,Higher,10,Table 2,28,Any,Overall,100,26,26
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A1,"3 low doses, aged 18 to 59",A,None,2.5,Table 2,7,Any,Local,84,11,13.1
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A2,"3 middle doses, aged 18 to 59",A,None,5,Table 2,7,Any,Local,84,15,17.9
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A3,"3 high doses, aged 18 to 59",A,None,10,Table 2,7,Any,Local,84,21,25
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A4,"3 low doses, aged 60 and above",B,None,2.5,Table 2,7,Any,Local,84,2,2.4
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A5,"3 middle doses, aged 60 and above",B,None,5,Table 2,7,Any,Local,84,11,13.1
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A6,"3 high doses, aged 60 and above",B,None,10,Table 2,7,Any,Local,84,3,3.6
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A1,"3 low doses, aged 18 to 59",A,None,2.5,Table 2,7,Any,Systemic,84,3,3.6
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A2,"3 middle doses, aged 18 to 59",A,None,5,Table 2,7,Any,Systemic,84,4,4.8
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A3,"3 high doses, aged 18 to 59",A,None,10,Table 2,7,Any,Systemic,84,1,1.2
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A4,"3 low doses, aged 60 and above",B,None,2.5,Table 2,7,Any,Systemic,84,2,2.4
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A5,"3 middle doses, aged 60 and above",B,None,5,Table 2,7,Any,Systemic,84,4,4.8
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A6,"3 high doses, aged 60 and above",B,None,10,Table 2,7,Any,Systemic,84,4,4.8
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A1,"3 low doses, aged 18 to 59",A,None,2.5,Table 2,7,Any,Unsolicited,84,0,0
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A2,"3 middle doses, aged 18 to 59",A,None,5,Table 2,7,Any,Unsolicited,84,0,0
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A3,"3 high doses, aged 18 to 59",A,None,10,Table 2,7,Any,Unsolicited,84,0,0
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A4,"3 low doses, aged 60 and above",B,None,2.5,Table 2,7,Any,Unsolicited,84,0,0
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A5,"3 middle doses, aged 60 and above",B,None,5,Table 2,7,Any,Unsolicited,84,0,0
977,Guo. W,EClinicalMedicine,2021,Sinopharm (Wuhan),Inactivated,Sinopharm (Wuhan),A6,"3 high doses, aged 60 and above",B,None,10,Table 2,7,Any,Unsolicited,84,0,0
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A1,"Low-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Partial,Local,16,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B1,"Low-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Partial,Local,51,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A2,"High-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Partial,Local,17,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B2,"High-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Partial,Local,54,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A3,"Low-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Partial,Local,10,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B3,"Low-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Partial,Local,28,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A4,"High-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Partial,Local,9,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B4,"High-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Partial,Local,31,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A1,"Low-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Partial,Systemic,16,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B1,"Low-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Partial,Systemic,51,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A2,"High-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Partial,Systemic,17,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B2,"High-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Partial,Systemic,54,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A3,"Low-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Partial,Systemic,10,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B3,"Low-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Partial,Systemic,28,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A4,"High-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Partial,Systemic,9,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B4,"High-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Partial,Systemic,31,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A1,"Low-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,21,Partial,Unsolicited,16,NA,NA
